Longitude,Latitude,Encounter Type,geometry,Lat,Lon,cluster_label_dbscan,cluster
-115.513364,51.165919,curious_risk,POINT (464120.5475394103 5666132.964199615),5666132.964199615,464120.5475394103,0,0
-115.514764,51.166207,neutral_passive,POINT (464022.92495082493 5666165.662576374),5666165.662576374,464022.92495082493,0,0
-115.51293400000002,51.16629999999999,neutral_passive,POINT (464150.8957975483 5666175.107063781),5666175.107063781,464150.8957975483,0,0
-115.51103699999996,51.16651,neutral_passive,POINT (464283.63911671174 5666197.528095792),5666197.528095792,464283.63911671174,0,0
-115.512843,51.16656499999999,neutral_passive,POINT (464157.46117489 5666204.520515618),5666204.520515618,464157.46117489,0,0
-115.436919,51.147509,neutral_passive,POINT (469451.1754837684 5664051.965295323),5664051.965295323,469451.1754837684,-1,-1
-115.406662,51.147817,neutral_passive,POINT (471566.88813899946 5664074.0745842615),5664074.0745842615,471566.88813899946,-1,-1
-115.408274,51.148038,neutral_passive,POINT (471454.3165881333 5664099.265501118),5664099.265501118,471454.3165881333,-1,-1
-115.399519,51.148438,neutral_passive,POINT (472066.68762464635 5664140.369594018),5664140.369594018,472066.68762464635,-1,-1
-115.416598,51.148499,neutral_passive,POINT (470872.6118577381 5664153.773591061),5664153.773591061,470872.6118577381,-1,-1
-115.416611,51.15001800000001,neutral_passive,POINT (470872.65912706545 5664322.633071139),5664322.633071139,470872.65912706545,-1,-1
-115.4391,51.15079599999999,neutral_passive,POINT (469300.86416534724 5664418.260811377),5664418.260811377,469300.86416534724,-1,-1
-115.41291,51.151703,neutral_passive,POINT (471132.4647214688 5664508.481501075),5664508.481501075,471132.4647214688,-1,-1
-115.41590600000002,51.151733,neutral_passive,POINT (470923.0267567723 5664512.996230538),5664512.996230538,470923.0267567723,-1,-1
-115.43021199999995,51.15249,neutral_passive,POINT (469923.3564413735 5664602.897096509),5664602.897096509,469923.3564413735,-1,-1
-115.425393,51.152553,neutral_passive,POINT (470260.29776085506 5664607.941127416),5664607.941127416,470260.29776085506,-1,-1
-115.42040400000002,51.153134,neutral_passive,POINT (470609.4520972452 5664670.5209901435),5664670.5209901435,470609.4520972452,-1,-1
-115.42253999999998,51.154128,neutral_passive,POINT (470460.75903450017 5664781.871123856),5664781.871123856,470460.75903450017,-1,-1
-115.451438,51.15428099999999,aggressive,POINT (468440.64908676187 5664810.879345692),5664810.879345692,468440.64908676187,-1,-1
-115.42864699999996,51.154813,neutral_passive,POINT (470034.2716976489 5664860.486727863),5664860.486727863,470034.2716976489,-1,-1
-115.432423,51.15547699999999,neutral_passive,POINT (469770.7351396778 5664935.84290962),5664935.84290962,469770.7351396778,-1,-1
-115.44767199999995,51.155987,neutral_passive,POINT (468705.07740468765 5664998.912024057),5664998.912024057,468705.07740468765,-1,-1
-115.42622900000002,51.15611700000001,neutral_passive,POINT (470204.1477420665 5665004.459278316),5665004.459278316,470204.1477420665,-1,-1
-115.441797,51.157711,neutral_passive,POINT (469116.92390867457 5665188.071652485),5665188.071652485,469116.92390867457,-1,-1
-115.444757,51.158763,neutral_passive,POINT (468910.71801791707 5665306.260506048),5665306.260506048,468910.71801791707,-1,-1
-115.44028499999996,51.15897,neutral_passive,POINT (469223.4549512362 5665327.390423231),5665327.390423231,469223.4549512362,-1,-1
-115.425633,51.16058,neutral_passive,POINT (470248.6820095615 5665500.332510331),5665500.332510331,470248.6820095615,-1,-1
-115.454064,51.161163,aggressive,POINT (468261.79235461366 5665577.022992319),5665577.022992319,468261.79235461366,0,0
-115.424075,51.161504,neutral_passive,POINT (470358.1763831527 5665602.416936426),5665602.416936426,470358.1763831527,-1,-1
-115.41911399999998,51.16194000000001,neutral_passive,POINT (470705.2131965411 5665648.895982523),5665648.895982523,470705.2131965411,-1,-1
-115.455136,51.16250300000001,curious_risk,POINT (468187.7836140792 5665726.442661281),5665726.442661281,468187.7836140792,0,0
-115.443776,51.16286999999997,neutral_passive,POINT (468982.0456526277 5665762.387232127),5665762.387232127,468982.0456526277,-1,-1
-115.434724,51.164975,neutral_passive,POINT (469616.1202642199 5665992.604443232),5665992.604443232,469616.1202642199,-1,-1
-115.439932,51.16611699999999,neutral_passive,POINT (469252.8817350315 5666121.715392397),5666121.715392397,469252.8817350315,-1,-1
-115.443624,51.168288,neutral_passive,POINT (468996.30227455316 5666364.59743297),5666364.59743297,468996.30227455316,0,0
-115.507932,51.165235,neutral_passive,POINT (464499.6675019211 5666054.293960177),5666054.293960177,464499.6675019211,0,0
-115.50928500000002,51.165251,curious_risk,POINT (464405.11660506646 5666056.726439937),5666056.726439937,464405.11660506646,0,0
-115.505922,51.165344000000005,neutral_passive,POINT (464640.23278585676 5666065.442358025),5666065.442358025,464640.23278585676,0,0
-115.508771,51.165797,neutral_passive,POINT (464441.46065824124 5666117.1720079025),5666117.1720079025,464441.46065824124,0,0
-115.510189,51.167214,aggressive,POINT (464343.4483173213 5666275.374370494),5666275.374370494,464343.4483173213,0,0
-115.50463,51.167769,aggressive,POINT (464732.38189396175 5666334.388785784),5666334.388785784,464732.38189396175,0,0
-115.503003,51.168636,neutral_passive,POINT (464846.74828667915 5666429.9869846245),5666429.9869846245,464846.74828667915,0,0
-115.505229,51.168807,neutral_passive,POINT (464691.31178245984 5666450.061896018),5666450.061896018,464691.31178245984,0,0
-115.506443,51.16964200000001,neutral_passive,POINT (464607.1091806234 5666543.465327941),5666543.465327941,464607.1091806234,0,0
-115.508659,51.169941,neutral_passive,POINT (464452.4742217058 5666577.77135949),5666577.77135949,464452.4742217058,0,0
-115.467306,51.16316799999999,neutral_passive,POINT (467337.6220713084 5665805.698899972),5665805.698899972,467337.6220713084,0,0
-115.462888,51.163624000000006,neutral_passive,POINT (467646.73597997485 5665854.436055671),5665854.436055671,467646.73597997485,0,0
-115.471045,51.164286,neutral_passive,POINT (467077.0815977442 5665931.644534437),5665931.644534437,467077.0815977442,0,0
-115.467459,51.167289,neutral_passive,POINT (467329.83957903 5666263.864016883),5666263.864016883,467329.83957903,0,0
-115.46632799999998,51.167327,neutral_passive,POINT (467408.9102510597 5666267.586397275),5666267.586397275,467408.9102510597,0,0
-115.456816,51.16868,neutral_passive,POINT (468074.62333293917 5666413.816367363),5666413.816367363,468074.62333293917,0,0
-115.46175599999997,51.169935,neutral_passive,POINT (467730.2603302237 5666555.480240405),5666555.480240405,467730.2603302237,0,0
-115.49800999999998,51.170113,curious_risk,POINT (465196.80275288667 5666591.798122673),5666591.798122673,465196.80275288667,0,0
-115.457687,51.170288000000006,neutral_passive,POINT (468014.86460291466 5666592.942916926),5666592.942916926,468014.86460291466,0,0
-115.494281,51.172345,neutral_passive,POINT (465459.0682877567 5666838.153003191),5666838.153003191,465459.0682877567,0,0
-115.51615,51.171571,neutral_passive,POINT (463930.2418867771 5666762.611981963),5666762.611981963,463930.2418867771,0,0
-115.513601,51.171765,neutral_passive,POINT (464108.52149603306 5666782.930299949),5666782.930299949,464108.52149603306,0,0
-115.511452,51.17180900000001,neutral_passive,POINT (464258.73113356 5666786.77486501),5666786.77486501,464258.73113356,0,0
-115.51494999999996,51.172018,neutral_passive,POINT (464014.44809945085 5666811.7133816825),5666811.7133816825,464014.44809945085,0,0
-115.515899,51.172323000000006,curious_risk,POINT (463948.3686304249 5666846.08244124),5666846.08244124,463948.3686304249,0,0
-115.514383,51.172334,curious_risk,POINT (464054.3164464932 5666846.563175759),5666846.563175759,464054.3164464932,0,0
-115.51532799999998,51.172457,neutral_passive,POINT (463988.3749291206 5666860.698351755),5666860.698351755,463988.3749291206,0,0
-115.51343199999997,51.172553,neutral_passive,POINT (464120.94300901395 5666870.443196317),5666870.443196317,464120.94300901395,0,0
-115.511898,51.17258799999998,aggressive,POINT (464228.16668275726 5666873.5866100425),5666873.5866100425,464228.16668275726,0,0
