name,geometry,tourism,Latitude,Longitude,Lat,Lon
,POINT (463695.34240857157 5669347.405618734),camp_pitch,51.194808,-115.519774,5669347.405618734,463695.34240857157
,POINT (463314.9813664289 5669060.183671714),camp_pitch,51.1922,-115.52519,5669060.183671714,463314.9813664289
,POINT (463485.1718803544 5669741.539320043),camp_pitch,51.19834,-115.522823,5669741.539320043,463485.1718803544
,POINT (463732.4654288653 5668946.496043566),camp_pitch,51.191204,-115.519202,5668946.496043566,463732.4654288653
,POINT (463392.98025778047 5669448.1575389765),camp_pitch,51.195695,-115.524113,5669448.1575389765,463392.98025778047
,POINT (463535.9119883907 5668978.903377983),camp_pitch,51.191483,-115.522019,5668978.903377983,463535.9119883907
,POINT (463324.8135880421 5669478.325634603),camp_pitch,51.195962,-115.525092,5669478.325634603,463324.8135880421
,POINT (463216.94243336696 5669533.346939732),camp_pitch,51.19645,-115.526642,5669533.346939732,463216.94243336696
,POINT (463094.669895217 5669537.670418967),camp_pitch,51.196481,-115.528393,5669537.670418967,463094.669895217
,POINT (463001.0656521237 5669449.298722081),camp_pitch,51.19568,-115.529724,5669449.298722081,463001.0656521237
,POINT (463620.0349628325 5669592.618136642),camp_pitch,51.197009,-115.520877,5669592.618136642,463620.0349628325
,POINT (463379.32980227534 5669052.165071451),camp_pitch,51.192132,-115.524268,5669052.165071451,463379.32980227534
,POINT (463541.6453251107 5669550.263413463),camp_pitch,51.196623,-115.521995,5669550.263413463,463541.6453251107
,POINT (463773.8304815451 5668947.982809677),camp_pitch,51.19122,-115.51861,5668947.982809677,463773.8304815451
,POINT (463523.79157908977 5669770.390740813),camp_pitch,51.198602,-115.522273,5669770.390740813,463523.79157908977
,POINT (463572.26056077844 5668923.172918297),camp_pitch,51.190984,-115.521493,5668923.172918297,463572.26056077844
,POINT (463326.5203231147 5669599.930755941),camp_pitch,51.197056,-115.52508,5669599.930755941,463326.5203231147
,POINT (463239.7686807078 5669648.464273738),camp_pitch,51.197487,-115.526327,5669648.464273738,463239.7686807078
,POINT (463107.5872521945 5669381.498308585),camp_pitch,51.195077,-115.528192,5669381.498308585,463107.5872521945
,POINT (463015.1617053009 5669360.151937775),camp_pitch,51.194879,-115.529513,5669360.151937775,463015.1617053009
,POINT (463650.80052608514 5669508.468828255),camp_pitch,51.196254,-115.520428,5669508.468828255,463650.80052608514
,POINT (463829.76221006166 5669053.864621814),camp_pitch,51.192176,-115.51782,5669053.864621814,463829.76221006166
,POINT (463446.99594284134 5669647.540840608),camp_pitch,51.197492,-115.52336,5669647.540840608,463446.99594284134
,POINT (463594.7482471869 5668863.205421991),camp_pitch,51.190446,-115.521165,5668863.205421991,463594.7482471869
,POINT (463440.2457778482 5669690.277234277),camp_pitch,51.197876,-115.523461,5669690.277234277,463440.2457778482
,POINT (463361.40004413016 5669574.224408729),camp_pitch,51.196827,-115.524578,5669574.224408729,463361.40004413016
,POINT (463274.8423555909 5669581.623930809),camp_pitch,51.196888,-115.525818,5669581.623930809,463274.8423555909
,POINT (463164.3348501846 5669375.866074971),camp_pitch,51.19503,-115.527379,5669375.866074971,463164.3348501846
,POINT (463121.9200363309 5669266.670439191),camp_pitch,51.194045,-115.527975,5669266.670439191,463121.9200363309
,POINT (463428.78187669365 5669129.963439647),camp_pitch,51.192835,-115.523568,5669129.963439647,463428.78187669365
,POINT (463845.15363452915 5669057.202442096),camp_pitch,51.192207,-115.5176,5669057.202442096,463845.15363452915
,POINT (463451.18110977573 5668841.991501412),camp_pitch,51.190246,-115.523218,5668841.991501412,463451.18110977573
,POINT (463508.7072827832 5669485.686704212),camp_pitch,51.19604,-115.52246,5669485.686704212,463508.7072827832
,POINT (463278.79503974266 5669528.79106738),camp_pitch,51.196413,-115.525756,5669528.79106738,463278.79503974266
,POINT (463274.1835063065 5669382.082873122),camp_pitch,51.195093,-115.525807,5669382.082873122,463274.1835063065
,POINT (463163.44880211016 5669320.510986832),camp_pitch,51.194532,-115.527386,5669320.510986832,463163.44880211016
,POINT (463050.5992079893 5669285.748069945),camp_pitch,51.194212,-115.528998,5669285.748069945,463050.5992079893
,POINT (463389.491115088 5669017.519552825),camp_pitch,51.191821,-115.524119,5669017.519552825,463389.491115088
,POINT (463769.7821961185 5669255.389160013),camp_pitch,51.193985,-115.518699,5669255.389160013,463769.7821961185
,POINT (463487.3104360396 5669050.173466904),camp_pitch,51.192121,-115.522722,5669050.173466904,463487.3104360396
,POINT (463577.27604983986 5669482.531909045),camp_pitch,51.196016,-115.521478,5669482.531909045,463577.27604983986
,POINT (463427.42887977295 5668822.261599515),camp_pitch,51.190067,-115.523556,5668822.261599515,463427.42887977295
,POINT (463578.71872276487 5669676.064299981),camp_pitch,51.197757,-115.521477,5669676.064299981,463578.71872276487
,POINT (463320.3980116892 5669397.983037876),camp_pitch,51.195239,-115.525147,5669397.983037876,463320.3980116892
,POINT (463289.394558885 5669428.664482011),camp_pitch,51.195513,-115.525594,5669428.664482011,463289.394558885
,POINT (463080.34828977473 5669372.133652336),camp_pitch,51.194991,-115.528581,5669372.133652336,463080.34828977473
,POINT (463679.36270676844 5669250.914109904),camp_pitch,51.193939,-115.519993,5669250.914109904,463679.36270676844
,POINT (463778.1418198003 5669281.899203049),camp_pitch,51.194224,-115.518582,5669281.899203049,463778.1418198003
,POINT (463832.00630045694 5668995.59713053),camp_pitch,51.191652,-115.517782,5668995.59713053,463832.00630045694
,POINT (463566.1941756778 5669436.698346641),camp_pitch,51.195603,-115.521632,5669436.698346641,463566.1941756778
,POINT (463546.7726501199 5668934.359319386),camp_pitch,51.191083,-115.521859,5668934.359319386,463546.7726501199
,POINT (463486.508694097 5669674.16227978),camp_pitch,51.197734,-115.522797,5669674.16227978,463486.508694097
,POINT (463722.4469793042 5669011.599712368),camp_pitch,51.191789,-115.519352,5669011.599712368,463722.4469793042
,POINT (463384.5403312573 5669420.425825778),camp_pitch,51.195445,-115.524231,5669420.425825778,463384.5403312573
,POINT (463528.5473728191 5668836.994881989),camp_pitch,51.190206,-115.52211,5668836.994881989,463528.5473728191
,POINT (463287.64847178146 5669350.5261829775),camp_pitch,51.19481,-115.525611,5669350.5261829775,463287.64847178146
,POINT (463082.07919492124 5669496.295404692),camp_pitch,51.196108,-115.528569,5669496.295404692,463082.07919492124
,POINT (463041.53538387537 5669501.589581134),camp_pitch,51.196153,-115.52915,5669501.589581134,463041.53538387537
,POINT (463713.35115759267 5669355.504734395),camp_pitch,51.194882,-115.519517,5669355.504734395,463713.35115759267
,POINT (463658.08377229876 5669274.298630998),camp_pitch,51.194148,-115.5203,5669274.298630998,463658.08377229876
,POINT (463660.6962219582 5669357.211053186),camp_pitch,51.194894,-115.520271,5669357.211053186,463660.6962219582
,POINT (463310.47514656035 5669045.430586996),camp_pitch,51.192067,-115.525253,5669045.430586996,463310.47514656035
,POINT (463449.9051256835 5669742.234890798),camp_pitch,51.198344,-115.523328,5669742.234890798,463449.9051256835
,POINT (463750.07292882324 5668927.250958719),camp_pitch,51.191032,-115.518948,5668927.250958719,463750.07292882324
,POINT (463387.2742395408 5669460.982481769),camp_pitch,51.19581,-115.524196,5669460.982481769,463387.2742395408
,POINT (463543.04636471387 5668960.510109436),camp_pitch,51.191318,-115.521915,5668960.510109436,463543.04636471387
,POINT (463403.889737835 5669440.186891299),camp_pitch,51.195624,-115.523956,5669440.186891299,463403.889737835
,POINT (463204.3917172202 5669526.655632314),camp_pitch,51.196389,-115.526821,5669526.655632314,463204.3917172202
,POINT (463101.0005009733 5669524.395981946),camp_pitch,51.196362,-115.528301,5669524.395981946,463101.0005009733
,POINT (462984.8122462459 5669471.649372746),camp_pitch,51.19588,-115.529959,5669471.649372746,462984.8122462459
,POINT (463618.27603101486 5669551.387458334),camp_pitch,51.196638,-115.520898,5669551.387458334,463618.27603101486
,POINT (463349.24870451255 5669055.825828249),camp_pitch,51.192163,-115.524699,5669055.825828249,463349.24870451255
,POINT (463512.36205204687 5669538.020631874),camp_pitch,51.196511,-115.522413,5669538.020631874,463512.36205204687
,POINT (463786.5264219221 5668935.553703614),camp_pitch,51.191109,-115.518427,5668935.553703614,463786.5264219221
,POINT (463497.83708930743 5669764.460957854),camp_pitch,51.198547,-115.522644,5669764.460957854,463497.83708930743
,POINT (463586.0719548375 5668930.189698292),camp_pitch,51.191048,-115.521296,5668930.189698292,463586.0719548375
,POINT (463330.892651513 5669586.225921113),camp_pitch,51.196933,-115.525016,5669586.225921113,463330.892651513
,POINT (463225.4146601403 5669623.999010821),camp_pitch,51.197266,-115.52653,5669623.999010821,463225.4146601403
,POINT (463135.7115254188 5669562.833007663),camp_pitch,51.19671,-115.527808,5669562.833007663,463135.7115254188
,POINT (463022.744177934 5669336.41863957),camp_pitch,51.194666,-115.529402,5669336.41863957,463022.744177934
,POINT (463655.1210309186 5669526.78088198),camp_pitch,51.196419,-115.520368,5669526.78088198,463655.1210309186
,POINT (463820.0283816213 5669070.274780072),camp_pitch,51.192323,-115.517961,5669070.274780072,463820.0283816213
,POINT (463589.1233317941 5669567.379860118),camp_pitch,51.19678,-115.521317,5669567.379860118,463589.1233317941
,POINT (463510.36638242437 5668903.268616775),camp_pitch,51.190801,-115.522377,5668903.268616775,463510.36638242437
,POINT (463434.81295692176 5669702.2108453335),camp_pitch,51.197983,-115.52354,5669702.2108453335,463434.81295692176
,POINT (463383.6196889056 5669594.965427412),camp_pitch,51.197015,-115.524262,5669594.965427412,463383.6196889056
,POINT (463279.2097929727 5669567.25208083),camp_pitch,51.196759,-115.525754,5669567.25208083,463279.2097929727
,POINT (463169.0601687344 5669362.714410858),camp_pitch,51.194912,-115.52731,5669362.714410858,463169.0601687344
,POINT (463041.3327505324 5669318.16451311),camp_pitch,51.194503,-115.529134,5669318.16451311,463041.3327505324
,POINT (463413.875688421 5669106.502098496),camp_pitch,51.192623,-115.523779,5669106.502098496,463413.875688421
,POINT (463838.6446271523 5669075.257375404),camp_pitch,51.192369,-115.517695,5669075.257375404,463838.6446271523
,POINT (463444.93361896265 5668857.3770633945),camp_pitch,51.190384,-115.523309,5668857.3770633945,463444.93361896265
,POINT (463494.6344750748 5669481.006518687),camp_pitch,51.195997,-115.522661,5669481.006518687,463494.6344750748
,POINT (463511.72127766116 5669713.225208774),camp_pitch,51.198087,-115.52244,5669713.225208774,463511.72127766116
,POINT (463237.9292853888 5669381.786435643),camp_pitch,51.195088,-115.526326,5669381.786435643,463237.9292853888
,POINT (463183.7793989503 5669330.814946146),camp_pitch,51.194626,-115.527096,5669330.814946146,463183.7793989503
,POINT (463069.59718040546 5669304.954573569),camp_pitch,51.194386,-115.528728,5669304.954573569,463069.59718040546
,POINT (463427.9777657682 5669007.240297983),camp_pitch,51.191731,-115.523567,5669007.240297983,463427.9777657682
,POINT (463664.6689187684 5669504.035153242),camp_pitch,51.196215,-115.520229,5669504.035153242,463664.6689187684
,POINT (463462.71058170253 5669068.246362732),camp_pitch,51.192282,-115.523076,5669068.246362732,463462.71058170253
,POINT (463571.90543131984 5669493.46441635),camp_pitch,51.196114,-115.521556,5669493.46441635,463571.90543131984
,POINT (463445.0906172517 5668830.362263829),camp_pitch,51.190141,-115.523304,5668830.362263829,463445.0906172517
,POINT (463597.233726275 5669667.039613418),camp_pitch,51.197677,-115.521211,5669667.039613418,463597.233726275
,POINT (463315.7025587212 5669425.14145713),camp_pitch,51.195483,-115.525217,5669425.14145713,463315.7025587212
,POINT (463263.38066727633 5669404.949488085),camp_pitch,51.195298,-115.525964,5669404.949488085,463263.38066727633
,POINT (463057.45597320265 5669384.415548176),camp_pitch,51.1951,-115.52891,5669384.415548176,463057.45597320265
,POINT (463692.31897653546 5669235.926065803),camp_pitch,51.193805,-115.519806,5669235.926065803,463692.31897653546
,POINT (463799.8794301737 5669273.964219688),camp_pitch,51.194154,-115.51827,5669273.964219688,463799.8794301737
,POINT (463737.2302999856 5668958.468478134),camp_pitch,51.191312,-115.519135,5668958.468478134,463737.2302999856
,POINT (463582.78132916184 5669461.037542065),camp_pitch,51.195823,-115.521397,5669461.037542065,463582.78132916184
,POINT (463557.7942553382 5668951.845560622),camp_pitch,51.191241,-115.521703,5668951.845560622,463557.7942553382
,POINT (463473.6858846862 5669658.578848775),camp_pitch,51.197593,-115.522979,5669658.578848775,463473.6858846862
,POINT (463743.8434582817 5669014.561318409),camp_pitch,51.191817,-115.519046,5669014.561318409,463743.8434582817
,POINT (463362.65569687623 5669397.792562052),camp_pitch,51.19524,-115.524542,5669397.792562052,463362.65569687623
,POINT (463545.0237526085 5668845.437807271),camp_pitch,51.190283,-115.521875,5668845.437807271,463545.0237526085
,POINT (463296.1315621767 5669335.34676153),camp_pitch,51.194674,-115.525488,5669335.34676153,463296.1315621767
,POINT (463086.78580629715 5669480.586939367),camp_pitch,51.195967,-115.5285,5669480.586939367,463086.78580629715
,POINT (463014.4130338998 5669508.343741998),camp_pitch,51.196212,-115.529539,5669508.343741998,463014.4130338998
,POINT (463744.4847130498 5669352.728000351),camp_pitch,51.194859,-115.519071,5669352.728000351,463744.4847130498
,POINT (463650.9360634845 5669290.801994666),camp_pitch,51.194296,-115.520404,5669290.801994666,463650.9360634845
,POINT (463652.6561745651 5669366.050178111),camp_pitch,51.194973,-115.520387,5669366.050178111,463652.6561745651
,POINT (463294.9721515503 5669036.314460816),camp_pitch,51.191984,-115.525474,5669036.314460816,463294.9721515503
,POINT (463456.59508587053 5669730.292348331),camp_pitch,51.198237,-115.523231,5669730.292348331,463456.59508587053
,POINT (463746.3487536805 5668943.952349937),camp_pitch,51.191182,-115.519003,5668943.952349937,463746.3487536805
,POINT (463403.05822322314 5669480.324293932),camp_pitch,51.195985,-115.523972,5669480.324293932,463403.05822322314
,POINT (463509.0272952676 5668970.423252093),camp_pitch,51.191405,-115.522403,5668970.423252093,463509.0272952676
,POINT (463418.9516654029 5669446.416129677),camp_pitch,51.195681,-115.523741,5669446.416129677,463418.9516654029
,POINT (463221.19962737884 5669562.108851103),camp_pitch,51.196709,-115.526584,5669562.108851103,463221.19962737884
,POINT (463072.4589266301 5669528.047341891),camp_pitch,51.196393,-115.52871,5669528.047341891,463072.4589266301
,POINT (462969.13727668533 5669467.649180253),camp_pitch,51.195843,-115.530183,5669467.649180253,462969.13727668533
,POINT (463766.03190666693 5669387.148999644),camp_pitch,51.19517,-115.518766,5669387.148999644,463766.03190666693
,POINT (463604.11052648013 5669533.589868511),camp_pitch,51.196477,-115.521099,5669533.589868511,463604.11052648013
,POINT (463355.0583111704 5669037.886412982),camp_pitch,51.192002,-115.524614,5669037.886412982,463355.0583111704
,POINT (463521.1546197181 5669556.523141217),camp_pitch,51.196678,-115.522289,5669556.523141217,463521.1546197181
,POINT (463801.3317533877 5668954.7924625855),camp_pitch,51.191283,-115.518217,5668954.7924625855,463801.3317533877
,POINT (463478.22069112107 5669756.040536674),camp_pitch,51.19847,-115.522924,5669756.040536674,463478.22069112107
,POINT (463488.3025061928 5668875.300053269),camp_pitch,51.190548,-115.52269,5668875.300053269,463488.3025061928
,POINT (463377.63306572655 5669480.283209688),camp_pitch,51.195983,-115.524336,5669480.283209688,463377.63306572655
,POINT (463213.78775171307 5669638.978747172),camp_pitch,51.1974,-115.526698,5669638.978747172,463213.78775171307
,POINT (463072.06428450794 5669570.293871566),camp_pitch,51.196773,-115.52872,5669570.293871566,463072.06428450794
