name,geometry,tourism,Latitude,Longitude,Lat,Lon
,POINT (463704.3097034646 5668975.598449097),camp_pitch,51.191464,-115.519608,5668975.598449097,463704.3097034646
,POINT (463579.2797120443 5669696.070475017),camp_pitch,51.197937,-115.521471,5669696.070475017,463579.2797120443
,POINT (463736.55149467924 5669050.297522115),camp_pitch,51.192138,-115.519154,5669050.297522115,463736.55149467924
,POINT (463342.04707876465 5669446.297503275),camp_pitch,51.195675,-115.524842,5669446.297503275,463342.04707876465
,POINT (463466.1830446026 5668810.090896667),camp_pitch,51.18996,-115.523,5668810.090896667,463466.1830446026
,POINT (463183.199973732 5669357.165810199),camp_pitch,51.194863,-115.527107,5669357.165810199,463183.199973732
,POINT (463131.866540619 5669513.724533727),camp_pitch,51.196268,-115.527858,5669513.724533727,463131.866540619
,POINT (463020.38988481264 5669552.656577359),camp_pitch,51.196611,-115.529458,5669552.656577359,463020.38988481264
,POINT (463719.48689115077 5669393.4806470955),camp_pitch,51.195224,-115.519433,5669393.4806470955,463719.48689115077
,POINT (463603.72547373315 5669321.596231503),camp_pitch,51.19457,-115.521083,5669321.596231503,463603.72547373315
,POINT (463483.67272909667 5669511.099680249),camp_pitch,51.196267,-115.522821,5669511.099680249,463483.67272909667
,POINT (463357.7377139556 5669100.121080377),camp_pitch,51.192562,-115.524582,5669100.121080377,463357.7377139556
,POINT (463546.68830255285 5669512.87533241),camp_pitch,51.196287,-115.521919,5669512.87533241,463546.68830255285
,POINT (463726.7981182841 5668994.6715414785),camp_pitch,51.191637,-115.519288,5668994.6715414785,463726.7981182841
,POINT (463557.05764592165 5669743.696669605),camp_pitch,51.198364,-115.521794,5669743.696669605,463557.05764592165
,POINT (463544.2966980098 5668900.470831905),camp_pitch,51.190778,-115.521891,5668900.470831905,463544.2966980098
,POINT (463390.15840107715 5669473.635018928),camp_pitch,51.195924,-115.524156,5669473.635018928,463390.15840107715
,POINT (463178.2864284897 5669597.323005339),camp_pitch,51.197023,-115.527202,5669597.323005339,463178.2864284897
,POINT (463118.39818620076 5669544.614671274),camp_pitch,51.196545,-115.528054,5669544.614671274,463118.39818620076
,POINT (463039.17531311733 5669426.012598141),camp_pitch,51.195473,-115.529176,5669426.012598141,463039.17531311733
,POINT (463013.67022423167 5669434.311465283),camp_pitch,51.195546,-115.529542,5669434.311465283,463013.67022423167
,POINT (463659.3086474613 5669575.664936749),camp_pitch,51.196859,-115.520313,5669575.664936749,463659.3086474613
,POINT (463356.9366718073 5668978.064918109),camp_pitch,51.191464,-115.524581,5668978.064918109,463356.9366718073
,POINT (463643.51311987557 5669544.649844933),camp_pitch,51.196579,-115.520536,5669544.649844933,463643.51311987557
,POINT (463785.89978158 5669064.623431867),camp_pitch,51.19227,-115.518449,5669064.623431867,463785.89978158
,POINT (463578.9218361573 5669763.774038498),camp_pitch,51.198546,-115.521483,5669763.774038498,463578.9218361573
,POINT (463353.13694086944 5669620.195573301),camp_pitch,51.19724,-115.524701,5669620.195573301,463353.13694086944
,POINT (463901.9209613552 5668984.210887673),camp_pitch,51.191554,-115.51678,5668984.210887673,463901.9209613552
,POINT (463294.3001123273 5669665.416334362),camp_pitch,51.197643,-115.525548,5669665.416334362,463294.3001123273
,POINT (463161.1512927121 5669399.4564350275),camp_pitch,51.195242,-115.527427,5669399.4564350275,463161.1512927121
,POINT (463061.3576651736 5669247.095531028),camp_pitch,51.193865,-115.52884,5669247.095531028,463061.3576651736
,POINT (463424.75858364644 5669075.07536435),camp_pitch,51.192341,-115.52362,5669075.07536435,463424.75858364644
,POINT (463832.9036866512 5668934.559928237),camp_pitch,51.191103,-115.517763,5668934.559928237,463832.9036866512
,POINT (463457.9838447822 5669631.00984235),camp_pitch,51.197344,-115.523201,5669631.00984235,463457.9838447822
,POINT (463427.71249532147 5668891.51688413),camp_pitch,51.19069,-115.523559,5668891.51688413,463427.71249532147
,POINT (463432.4244633176 5669415.860279696),camp_pitch,51.195407,-115.523545,5669415.860279696,463432.4244633176
,POINT (463342.9025346241 5669654.174729617),camp_pitch,51.197545,-115.524851,5669654.174729617,463342.9025346241
,POINT (463250.28235568403 5669556.008757439),camp_pitch,51.196656,-115.526167,5669556.008757439,463250.28235568403
,POINT (463118.4824523953 5669361.854557221),camp_pitch,51.194901,-115.528034,5669361.854557221,463118.4824523953
,POINT (463042.59121745685 5669269.797562813),camp_pitch,51.194068,-115.529111,5669269.797562813,463042.59121745685
,POINT (463469.2433226148 5669122.4496084275),camp_pitch,51.19277,-115.522988,5669122.4496084275,463469.2433226148
,POINT (463488.05282872915 5669017.040294868),camp_pitch,51.191823,-115.522708,5669017.040294868,463488.05282872915
,POINT (463442.5293758173 5668921.982448474),camp_pitch,51.190965,-115.52335,5668921.982448474,463442.5293758173
,POINT (463536.29722965864 5669682.368398949),camp_pitch,51.197811,-115.522085,5669682.368398949,463536.29722965864
,POINT (463297.61955961224 5669611.921000674),camp_pitch,51.197162,-115.525495,5669611.921000674,463297.61955961224
,POINT (463188.08319620794 5669395.261276158),camp_pitch,51.195206,-115.527041,5669395.261276158,463188.08319620794
,POINT (463187.5659540255 5669293.880176071),camp_pitch,51.194294,-115.527038,5669293.880176071,463187.5659540255
,POINT (463060.43487312924 5669342.150439274),camp_pitch,51.19472,-115.528863,5669342.150439274,463060.43487312924
,POINT (463391.6634370297 5668969.479730289),camp_pitch,51.191389,-115.524083,5668969.479730289,463391.6634370297
,POINT (463713.71728021133 5669298.5844257865),camp_pitch,51.19437,-115.519506,5669298.5844257865,463713.71728021133
,POINT (463465.60424907814 5669082.23287662),camp_pitch,51.192408,-115.523036,5669082.23287662,463465.60424907814
,POINT (463599.9992135087 5669347.7469924),camp_pitch,51.194805,-115.521139,5669347.7469924,463599.9992135087
,POINT (463471.0700887531 5668907.8834639555),camp_pitch,51.19084,-115.52294,5668907.8834639555,463471.0700887531
,POINT (463425.20533985464 5669628.13050646),camp_pitch,51.197316,-115.52367,5669628.13050646,463425.20533985464
,POINT (463386.34490901046 5669369.8317384105),camp_pitch,51.19499,-115.5242,5669369.8317384105,463386.34490901046
,POINT (463283.8697986875 5669447.268960315),camp_pitch,51.19568,-115.525675,5669447.268960315,463283.8697986875
,POINT (463091.3865064069 5669440.422370502),camp_pitch,51.195606,-115.52843,5669440.422370502,463091.3865064069
,POINT (462960.1430434307 5669498.9521472985),camp_pitch,51.196124,-115.530315,5669498.9521472985,462960.1430434307
,POINT (463727.9835046759 5669320.717132547),camp_pitch,51.19457,-115.519304,5669320.717132547,463727.9835046759
,POINT (463635.3257842635 5669266.344498566),camp_pitch,51.194075,-115.520625,5669266.344498566,463635.3257842635
,POINT (463652.029019648 5669484.670294327),camp_pitch,51.19604,-115.520408,5669484.670294327,463652.029019648
,POINT (463721.866851906 5668978.920600067),camp_pitch,51.191495,-115.519357,5668978.920600067,463721.866851906
,POINT (463584.2131346941 5669712.154777978),camp_pitch,51.198082,-115.521402,5669712.154777978,463584.2131346941
,POINT (463719.07221433334 5669028.298655248),camp_pitch,51.191939,-115.519402,5669028.298655248,463719.07221433334
,POINT (463315.4462475506 5669438.1498906445),camp_pitch,51.1956,-115.525222,5669438.1498906445,463315.4462475506
,POINT (463485.0902768903 5668816.515328548),camp_pitch,51.190019,-115.52273,5668816.515328548,463485.0902768903
,POINT (463198.32828206825 5669362.838087671),camp_pitch,51.194915,-115.526891,5669362.838087671,463198.32828206825
,POINT (463133.9962142012 5669499.035122319),camp_pitch,51.196136,-115.527826,5669499.035122319,463133.9962142012
,POINT (463001.63996333885 5669529.00176288),camp_pitch,51.196397,-115.529724,5669529.00176288,463001.63996333885
,POINT (463704.9610833189 5669374.128983767),camp_pitch,51.195049,-115.519639,5669374.128983767,463704.9610833189
,POINT (463623.5568548298 5669301.000917171),camp_pitch,51.194386,-115.520797,5669301.000917171,463623.5568548298
,POINT (463669.5999606583 5669322.35265092),camp_pitch,51.194581,-115.52014,5669322.35265092,463669.5999606583
,POINT (463340.5054184165 5669073.786189576),camp_pitch,51.192324,-115.524826,5669073.786189576,463340.5054184165
,POINT (463534.037983341 5669737.968210487),camp_pitch,51.198311,-115.522123,5669737.968210487,463534.037983341
,POINT (463747.93252257403 5669000.0806987705),camp_pitch,51.191687,-115.518986,5669000.0806987705,463747.93252257403
,POINT (463562.4665275816 5669777.564385251),camp_pitch,51.198669,-115.52172,5669777.564385251,463562.4665275816
,POINT (463574.01616380824 5668894.923947098),camp_pitch,51.19073,-115.521465,5668894.923947098,463574.01616380824
,POINT (463361.8846320057 5669475.726503545),camp_pitch,51.195941,-115.524561,5669475.726503545,463361.8846320057
,POINT (463203.9601202174 5669593.136941631),camp_pitch,51.196987,-115.526834,5669593.136941631,463203.9601202174
,POINT (463123.4947990307 5669534.57298544),camp_pitch,51.196455,-115.52798,5669534.57298544,463123.4947990307
,POINT (463020.16668742744 5669473.173340922),camp_pitch,51.195896,-115.529453,5669473.173340922,463020.16668742744
,POINT (463014.53596662625 5669418.741766028),camp_pitch,51.195406,-115.529528,5669418.741766028,463014.53596662625
,POINT (463626.63283598184 5669577.452620496),camp_pitch,51.196873,-115.520781,5669577.452620496,463626.63283598184
,POINT (463377.89846154826 5668988.587491508),camp_pitch,51.19156,-115.524282,5668988.587491508,463377.89846154826
,POINT (463640.3971142654 5669558.345506459),camp_pitch,51.196702,-115.520582,5669558.345506459,463640.3971142654
,POINT (463800.8128850913 5669029.834089058),camp_pitch,51.191958,-115.518232,5669029.834089058,463800.8128850913
,POINT (463553.1496744215 5669763.845730405),camp_pitch,51.198545,-115.521852,5669763.845730405,463553.1496744215
,POINT (463360.9060287767 5669661.60563927),camp_pitch,51.197613,-115.524594,5669661.60563927,463360.9060287767
,POINT (463881.7552042944 5668977.460277292),camp_pitch,51.191492,-115.517068,5668977.460277292,463881.7552042944
,POINT (463278.70353972726 5669642.960823058),camp_pitch,51.19744,-115.525769,5669642.960823058,463278.70353972726
,POINT (463134.75384441897 5669409.984450511),camp_pitch,51.195335,-115.527806,5669409.984450511,463134.75384441897
,POINT (463057.5357352087 5669259.573789405),camp_pitch,51.193977,-115.528896,5669259.573789405,463057.5357352087
,POINT (463373.7162022217 5669068.213214191),camp_pitch,51.192276,-115.52435,5669068.213214191,463373.7162022217
,POINT (463840.2771283928 5668949.960276999),camp_pitch,51.191242,-115.517659,5668949.960276999,463840.2771283928
,POINT (463463.6763946179 5669616.2952222405),camp_pitch,51.197212,-115.523118,5669616.2952222405,463463.6763946179
,POINT (463536.8931020997 5668861.281290458),camp_pitch,51.190425,-115.521993,5668861.281290458,463536.8931020997
,POINT (463431.57893992716 5669385.40640278),camp_pitch,51.195133,-115.523554,5669385.40640278,463431.57893992716
,POINT (463341.0429762729 5669677.422028113),camp_pitch,51.197754,-115.52488,5669677.422028113,463341.0429762729
,POINT (463225.9209297439 5669548.401426138),camp_pitch,51.196586,-115.526515,5669548.401426138,463225.9209297439
,POINT (463125.43797505077 5669348.019830621),camp_pitch,51.194777,-115.527933,5669348.019830621,463125.43797505077
,POINT (463028.898634251 5669269.562615799),camp_pitch,51.194065,-115.529307,5669269.562615799,463028.898634251
,POINT (463453.1082435972 5669112.781660418),camp_pitch,51.192682,-115.523218,5669112.781660418,463453.1082435972
,POINT (463869.46734711697 5669018.122781128),camp_pitch,51.191857,-115.517248,5669018.122781128,463869.46734711697
,POINT (463412.8102002032 5668927.530094847),camp_pitch,51.191013,-115.523776,5668927.530094847,463412.8102002032
,POINT (463536.3126489554 5669694.374382983),camp_pitch,51.197919,-115.522086,5669694.374382983,463536.3126489554
,POINT (463263.6242188837 5669614.7209438495),camp_pitch,51.197185,-115.525982,5669614.7209438495,463263.6242188837
,POINT (463304.6118777247 5669378.419160964),camp_pitch,51.195062,-115.525371,5669378.419160964,463304.6118777247
,POINT (463136.24032702023 5669325.152926653),camp_pitch,51.194572,-115.527776,5669325.152926653,463136.24032702023
,POINT (463064.4494946599 5669327.336276042),camp_pitch,51.194587,-115.528804,5669327.336276042,463064.4494946599
,POINT (463361.6537703322 5669022.387083596),camp_pitch,51.191863,-115.524518,5669022.387083596,463361.6537703322
,POINT (463705.9568306059 5669258.063154595),camp_pitch,51.194005,-115.519613,5669258.063154595,463705.9568306059
,POINT (463441.62852823985 5669099.634432685),camp_pitch,51.192563,-115.523381,5669099.634432685,463441.62852823985
,POINT (463524.19129206374 5669423.545239616),camp_pitch,51.195482,-115.522232,5669423.545239616,463524.19129206374
,POINT (463471.7892405048 5668851.849970961),camp_pitch,51.190336,-115.522924,5668851.849970961,463471.7892405048
,POINT (463437.3968041072 5669633.490898914),camp_pitch,51.197365,-115.523496,5669633.490898914,463437.3968041072
,POINT (463390.1187904687 5669389.703819931),camp_pitch,51.195169,-115.524148,5669389.703819931,463390.1187904687
,POINT (463244.82699661294 5669447.659421887),camp_pitch,51.195681,-115.526234,5669447.659421887,463244.82699661294
,POINT (463115.12483180984 5669448.700549538),camp_pitch,51.195682,-115.528091,5669448.700549538,463115.12483180984
,POINT (463629.4911816115 5669251.267043302),camp_pitch,51.193939,-115.520707,5669251.267043302,463629.4911816115
,POINT (463756.2496212117 5669317.404888046),camp_pitch,51.194542,-115.518899,5669317.404888046,463756.2496212117
,POINT (463629.628402991 5669280.503107149),camp_pitch,51.194202,-115.520708,5669280.503107149,463629.628402991
,POINT (463658.6318515955 5669470.171794242),camp_pitch,51.19591,-115.520312,5669470.171794242,463658.6318515955
,POINT (463755.52598867257 5668977.348963478),camp_pitch,51.191483,-115.518875,5668977.348963478,463755.52598867257
,POINT (463562.89407551877 5669690.183669805),camp_pitch,51.197883,-115.521705,5669690.183669805,463562.89407551877
,POINT (463714.43308760936 5669044.006026832),camp_pitch,51.19208,-115.51947,5669044.006026832,463714.43308760936
,POINT (463400.1938329607 5669411.64317689),camp_pitch,51.195367,-115.524006,5669411.64317689,463400.1938329607
,POINT (463468.27654504415 5668829.419135847),camp_pitch,51.190134,-115.522972,5668829.419135847,463468.27654504415
,POINT (463252.9234988345 5669349.218197738),camp_pitch,51.194796,-115.526108,5669349.218197738,463252.9234988345
,POINT (463103.3100599746 5669505.592063116),camp_pitch,51.196193,-115.528266,5669505.592063116,463103.3100599746
,POINT (462993.968960511 5669540.396134406),camp_pitch,51.196499,-115.529835,5669540.396134406,462993.968960511
,POINT (463698.97089169006 5669386.399739893),camp_pitch,51.195159,-115.519726,5669386.399739893,463698.97089169006
,POINT (463617.5825199497 5669315.49500472),camp_pitch,51.194516,-115.520884,5669315.49500472,463617.5825199497
,POINT (463664.7971882588 5669334.615046422),camp_pitch,51.194691,-115.52021,5669334.615046422,463664.7971882588
,POINT (463331.670913502 5669088.745696275),camp_pitch,51.192458,-115.524954,5669088.745696275,463331.670913502
,POINT (463507.7096426758 5669728.594837071),camp_pitch,51.198225,-115.522499,5669728.594837071,463507.7096426758
,POINT (463808.0849566793 5668991.207770753),camp_pitch,51.191611,-115.518124,5668991.207770753,463808.0849566793
,POINT (463544.2968349205 5669776.137003126),camp_pitch,51.198655,-115.52198,5669776.137003126,463544.2968349205
,POINT (463585.2763735653 5668886.951219476),camp_pitch,51.190659,-115.521303,5668886.951219476,463585.2763735653
,POINT (463341.0954179876 5669469.53831271),camp_pitch,51.195884,-115.524858,5669469.53831271,463341.0954179876
,POINT (463204.1991460527 5669568.011353529),camp_pitch,51.196761,-115.526828,5669568.011353529,463204.1991460527
,POINT (463121.0483405959 5669582.9484612765),camp_pitch,51.19689,-115.52802,5669582.9484612765,463121.0483405959
,POINT (463024.26533720555 5669460.359553091),camp_pitch,51.195781,-115.529393,5669460.359553091,463024.26533720555
,POINT (463634.98145901534 5669592.512272555),camp_pitch,51.197009,-115.520663,5669592.512272555,463634.98145901534
,POINT (463398.414118181 5668995.33363569),camp_pitch,51.191622,-115.523989,5668995.33363569,463398.414118181
,POINT (463624.6213527402 5669540.003424819),camp_pitch,51.196536,-115.520806,5669540.003424819,463624.6213527402
,POINT (463820.32796074345 5669033.476276677),camp_pitch,51.191992,-115.517953,5669033.476276677,463820.32796074345
,POINT (463532.36264668696 5669757.767930831),camp_pitch,51.198489,-115.522149,5669757.767930831,463532.36264668696
,POINT (463555.06342685566 5668921.405065755),camp_pitch,51.190967,-115.521739,5668921.405065755,463555.06342685566
,POINT (463341.6628591347 5669549.019060929),camp_pitch,51.196599,-115.524858,5669549.019060929,463341.6628591347
,POINT (463890.5905556671 5669021.9762581475),camp_pitch,51.191893,-115.516946,5669021.9762581475,463890.5905556671
,POINT (463266.0963392709 5669657.613947911),camp_pitch,51.197571,-115.525951,5669657.613947911,463266.0963392709
,POINT (463136.4309805365 5669390.62925361),camp_pitch,51.195161,-115.52778,5669390.62925361,463136.4309805365
,POINT (463033.6250020552 5669373.025607535),camp_pitch,51.194996,-115.52925,5669373.025607535,463033.6250020552
,POINT (463391.0332512947 5669096.659792168),camp_pitch,51.192533,-115.524105,5669096.659792168,463391.0332512947
,POINT (463861.64296586055 5668928.688108303),camp_pitch,51.191052,-115.517351,5668928.688108303,463861.64296586055
,POINT (463478.9317167269 5669639.97655874),camp_pitch,51.197426,-115.522902,5669639.97655874,463478.9317167269
,POINT (463571.255909477 5668850.476563777),camp_pitch,51.19033,-115.5215,5668850.476563777,463571.255909477
,POINT (463466.2283941607 5669700.097394833),camp_pitch,51.197966,-115.52309,5669700.097394833,463466.2283941607
,POINT (463330.01737588167 5669659.269267102),camp_pitch,51.19759,-115.525036,5669659.269267102,463330.01737588167
,POINT (463307.271298998 5669594.176381185),camp_pitch,51.197003,-115.525355,5669594.176381185,463307.271298998
,POINT (463142.20673164027 5669368.131947956),camp_pitch,51.194959,-115.527695,5669368.131947956,463142.20673164027
,POINT (463090.7442361196 5669253.8878018),camp_pitch,51.193928,-115.52842,5669253.8878018,463090.7442361196
,POINT (463444.1939225054 5669136.1902662935),camp_pitch,51.192892,-115.523348,5669136.1902662935,463444.1939225054
,POINT (463858.9488674857 5669052.102821809),camp_pitch,51.192162,-115.517402,5669052.102821809,463858.9488674857
,POINT (463411.4564001774 5668855.169740718),camp_pitch,51.190362,-115.523788,5668855.169740718,463411.4564001774
,POINT (463518.1214431394 5669503.1842836235),camp_pitch,51.196198,-115.522327,5669503.1842836235,463518.1214431394
,POINT (463302.79380647285 5669651.793182466),camp_pitch,51.197521,-115.525425,5669651.793182466,463302.79380647285
,POINT (463300.51484388695 5669391.566207737),camp_pitch,51.19518,-115.525431,5669391.566207737,463300.51484388695
,POINT (463140.3433808994 5669312.895044185),camp_pitch,51.194462,-115.527716,5669312.895044185,463140.3433808994
,POINT (463085.4349397123 5669350.975246494),camp_pitch,51.194801,-115.528506,5669350.975246494,463085.4349397123
,POINT (463368.51757491555 5669005.329505294),camp_pitch,51.19171,-115.524418,5669005.329505294,463368.51757491555
,POINT (463731.02914354467 5669267.335263763),camp_pitch,51.19409,-115.519255,5669267.335263763,463731.02914354467
,POINT (463450.10854140413 5669083.899468882),camp_pitch,51.192422,-115.523258,5669083.899468882,463450.10854140413
,POINT (463535.9396186798 5669445.139469617),camp_pitch,51.195677,-115.522066,5669445.139469617,463535.9396186798
,POINT (463464.5550556196 5668866.019684374),camp_pitch,51.190463,-115.523029,5668866.019684374,463464.5550556196
,POINT (463558.2012755416 5669668.650470572),camp_pitch,51.197689,-115.52177,5669668.650470572,463558.2012755416
,POINT (463405.9415329869 5669375.250440644),camp_pitch,51.19504,-115.52392,5669375.250440644,463405.9415329869
,POINT (463249.913612977 5669436.17275937),camp_pitch,51.195578,-115.52616,5669436.17275937,463249.913612977
,POINT (463096.1524416302 5669452.394218421),camp_pitch,51.195714,-115.528363,5669452.394218421,463096.1524416302
,POINT (463659.1953263289 5669243.830890506),camp_pitch,51.193874,-115.520281,5669243.830890506,463659.1953263289
,POINT (463748.9462722668 5669331.685863501),camp_pitch,51.19467,-115.519005,5669331.685863501,463748.9462722668
,POINT (463639.39975239604 5669230.07507176),camp_pitch,51.193749,-115.520563,5669230.07507176,463639.39975239604
,POINT (463612.2922628797 5669495.51260938),camp_pitch,51.196135,-115.520978,5669495.51260938,463612.2922628797
,POINT (463778.8847105204 5668981.186210019),camp_pitch,51.191519,-115.518541,5668981.186210019,463778.8847105204
,POINT (463565.51172853954 5669704.728042475),camp_pitch,51.198014,-115.521669,5669704.728042475,463565.51172853954
,POINT (463690.6646282502 5669011.824291492),camp_pitch,51.191789,-115.519807,5669011.824291492,463690.6646282502
,POINT (463400.570672323 5669425.314096242),camp_pitch,51.19549,-115.524002,5669425.314096242,463400.570672323
,POINT (463502.55185887095 5668825.95162148),camp_pitch,51.190105,-115.522481,5668825.95162148,463502.55185887095
,POINT (463266.45243377984 5669355.902627923),camp_pitch,51.194857,-115.525915,5669355.902627923,463266.45243377984
,POINT (463110.88435966684 5669490.418854661),camp_pitch,51.196057,-115.528156,5669490.418854661,463110.88435966684
,POINT (462978.4541614697 5669519.8307847185),camp_pitch,51.196313,-115.530055,5669519.8307847185,462978.4541614697
,POINT (463672.7258629036 5669379.137100729),camp_pitch,51.195092,-115.520101,5669379.137100729,463672.7258629036
,POINT (463646.7613372789 5669312.842696163),camp_pitch,51.194494,-115.520466,5669312.842696163,463646.7613372789
,POINT (463700.42698611243 5669335.474762718),camp_pitch,51.194701,-115.5197,5669335.474762718,463700.42698611243
,POINT (463300.0429050471 5669071.407147278),camp_pitch,51.1923,-115.525405,5669071.407147278,463300.0429050471
,POINT (463489.7152943781 5669722.386195222),camp_pitch,51.198168,-115.522756,5669722.386195222,463489.7152943781
,POINT (463715.1742342776 5668941.28213133),camp_pitch,51.191156,-115.519449,5668941.28213133,463715.1742342776
,POINT (463537.0726948313 5669722.716707728),camp_pitch,51.198174,-115.522078,5669722.716707728,463537.0726948313
,POINT (463600.16164017917 5668897.628948556),camp_pitch,51.190756,-115.521091,5668897.628948556,463600.16164017917
,POINT (463344.425739494 5669485.967337339),camp_pitch,51.196032,-115.524812,5669485.967337339,463344.425739494
,POINT (463190.7524799374 5669562.994013484),camp_pitch,51.196715,-115.52702,5669562.994013484,463190.7524799374
,POINT (463097.69022032915 5669578.891895628),camp_pitch,51.196852,-115.528354,5669578.891895628,463097.69022032915
,POINT (462995.3694222357 5669463.346884167),camp_pitch,51.195806,-115.529807,5669463.346884167,462995.3694222357
,POINT (463606.76414873824 5669572.924354168),camp_pitch,51.196831,-115.521065,5669572.924354168,463606.76414873824
,POINT (463411.0185979486 5668980.013889753),camp_pitch,51.191485,-115.523807,5668980.013889753,463411.0185979486
,POINT (463562.15853266447 5669557.010206204),camp_pitch,51.196685,-115.521702,5669557.010206204,463562.15853266447
,POINT (463769.87646711816 5668932.113764415),camp_pitch,51.191077,-115.518665,5668932.113764415,463769.87646711816
,POINT (463511.50730772363 5669751.913035393),camp_pitch,51.198435,-115.522447,5669751.913035393,463511.50730772363
,POINT (463564.00579206634 5668911.67005866),camp_pitch,51.19088,-115.52161,5668911.67005866,463564.00579206634
,POINT (463336.9507736877 5669564.060320633),camp_pitch,51.196734,-115.524927,5669564.060320633,463336.9507736877
,POINT (463881.1533255122 5669060.728845988),camp_pitch,51.192241,-115.517085,5669060.728845988,463881.1533255122
,POINT (463251.46071158967 5669632.817124887),camp_pitch,51.197347,-115.526158,5669632.817124887,463251.46071158967
,POINT (463104.57915206975 5669400.307239899),camp_pitch,51.195246,-115.528237,5669400.307239899,463104.57915206975
,POINT (463039.5005763799 5669354.751832742),camp_pitch,51.194832,-115.529164,5669354.751832742,463039.5005763799
,POINT (463682.4111619964 5669514.025889147),camp_pitch,51.196306,-115.519976,5669514.025889147,463682.4111619964
,POINT (463873.5030382735 5668956.285347705),camp_pitch,51.191301,-115.517184,5668956.285347705,463873.5030382735
,POINT (463486.0862757452 5669624.58456122),camp_pitch,51.197288,-115.522798,5669624.58456122,463486.0862757452
,POINT (463560.81056288903 5668865.002416729),camp_pitch,51.19046,-115.521651,5668865.002416729,463560.81056288903
,POINT (463466.95663329895 5669714.099325539),camp_pitch,51.198092,-115.523081,5669714.099325539,463466.95663329895
,POINT (463319.56803665444 5669672.90634273),camp_pitch,51.197712,-115.525187,5669672.90634273,463319.56803665444
,POINT (463310.36971562245 5669578.146112407),camp_pitch,51.196859,-115.525309,5669578.146112407,463310.36971562245
,POINT (463145.33270755707 5669355.992248779),camp_pitch,51.19485,-115.527649,5669355.992248779,463145.33270755707
,POINT (463085.83424048556 5669270.48705841),camp_pitch,51.194077,-115.528492,5669270.48705841,463085.83424048556
,POINT (463436.3664133295 5669116.0135069955),camp_pitch,51.19271,-115.523458,5669116.0135069955,463436.3664133295
,POINT (463857.72866493213 5669077.2352276705),camp_pitch,51.192388,-115.517422,5669077.2352276705,463857.72866493213
,POINT (463430.7238869869 5668863.147749784),camp_pitch,51.190435,-115.523513,5668863.147749784,463430.7238869869
,POINT (463513.93437920115 5669513.552608253),camp_pitch,51.196291,-115.522388,5669513.552608253,463513.93437920115
,POINT (463276.66019572085 5669542.813447433),camp_pitch,51.196539,-115.525788,5669542.813447433,463276.66019572085
,POINT (463278.28684055305 5669369.825100275),camp_pitch,51.194983,-115.525747,5669369.825100275,463278.28684055305
,POINT (463157.1153809931 5669333.451856545),camp_pitch,51.194648,-115.527478,5669333.451856545,463157.1153809931
,POINT (463090.1488944933 5669336.267244409),camp_pitch,51.194669,-115.528437,5669336.267244409,463090.1488944933
,POINT (463340.77780672547 5669014.08731392),camp_pitch,51.191787,-115.524816,5669014.08731392,463340.77780672547
,POINT (463759.7726978302 5669272.246058585),camp_pitch,51.194136,-115.518844,5669272.246058585,463759.7726978302
,POINT (463501.5399240536 5669057.075878285),camp_pitch,51.192184,-115.522519,5669057.075878285,463501.5399240536
,POINT (463542.4683861316 5669430.085506311),camp_pitch,51.195542,-115.521971,5669430.085506311,463542.4683861316
,POINT (463494.9167539458 5668862.357620984),camp_pitch,51.190432,-115.522594,5668862.357620984,463494.9167539458
,POINT (463567.0519714307 5669656.025739079),camp_pitch,51.197576,-115.521642,5669656.025739079,463567.0519714307
,POINT (463326.38729187095 5669385.711833971),camp_pitch,51.195129,-115.52506,5669385.711833971,463326.38729187095
,POINT (463291.606489127 5669415.642067343),camp_pitch,51.195396,-115.525561,5669415.642067343,463291.606489127
,POINT (463078.2410903606 5669389.935614669),camp_pitch,51.195151,-115.528613,5669389.935614669,463078.2410903606
,POINT (463669.1213360256 5669225.084537955),camp_pitch,51.193706,-115.520137,5669225.084537955,463669.1213360256
,POINT (463761.504554558 5669349.384021095),camp_pitch,51.19483,-115.518827,5669349.384021095,463761.504554558
,POINT (463612.4802902045 5669246.051500658),camp_pitch,51.193891,-115.52095,5669246.051500658,463612.4802902045
,POINT (463559.31927673816 5669452.19940525),camp_pitch,51.195742,-115.521732,5669452.19940525,463559.31927673816
,POINT (463813.08464358834 5668977.054287445),camp_pitch,51.191484,-115.518051,5668977.054287445,463813.08464358834
,POINT (463498.7535303136 5669667.405174953),camp_pitch,51.197674,-115.522621,5669667.405174953,463498.7535303136
,POINT (463707.6675658185 5669015.817314357),camp_pitch,51.191826,-115.519564,5669015.817314357,463707.6675658185
,POINT (463383.2530733863 5669406.42789585),camp_pitch,51.195319,-115.524248,5669406.42789585,463383.2530733863
,POINT (463489.49756987114 5668837.049969239),camp_pitch,51.190204,-115.522669,5668837.049969239,463489.49756987114
,POINT (463273.7590691259 5669332.505186447),camp_pitch,51.194647,-115.525808,5669332.505186447,463273.7590691259
,POINT (463139.67724076705 5669473.092293773),camp_pitch,51.195903,-115.527742,5669473.092293773,463139.67724076705
,POINT (462967.3512035456 5669529.915927983),camp_pitch,51.196403,-115.530215,5669529.915927983,462967.3512035456
,POINT (463722.5473062573 5669342.21084239),camp_pitch,51.194763,-115.519384,5669342.21084239,463722.5473062573
,POINT (463640.70057537657 5669325.002851953),camp_pitch,51.194603,-115.520554,5669325.002851953,463640.70057537657
